"pickup_longitude","pickup_latitude","dropoff_longitude","dropoff_latitude","dropoff_datetime","pickup_datetime","passenger_count","trip_distance"
"-73.990710000000007","40.718257000000001","-74.004272","40.742597000000004","2014-01-06T00:00:00.000","2014-01-05T23:50:00.000","6","2.5899999999999999"
"-73.969714999999994","40.794870000000003","-73.965716999999998","40.800401999999998","2014-01-06T00:00:00.000","2014-01-05T23:59:00.000","1","0.46999999999999997"
"-74.005994999999999","40.735922000000002","-73.953282999999999","40.771357000000002","2014-01-06T00:00:00.000","2014-01-05T23:43:00.000","1","4.6299999999999999"
"-73.971703000000005","40.757237000000003","-73.973569999999995","40.760575000000003","2014-01-06T00:00:00.000","2014-01-05T23:57:00.000","1","0.39000000000000001"
"-73.998587000000001","40.723427000000001","-73.986727000000002","40.622596999999999","2014-01-06T00:00:00.000","2014-01-05T23:38:00.000","1","9.5299999999999994"
"-73.873919999999998","40.734456999999999","-73.810432000000006","40.711951999999997","2014-01-06T00:00:00.000","2014-01-05T23:26:00.000","1","5.8799999999999999"
"-73.975193000000004","40.787376999999999","-73.954992000000004","40.806012000000003","2014-01-06T00:00:00.000","2014-01-05T23:54:00.000","1","1.96"
"-73.97175","40.791350000000001","-73.973905000000002","40.786316999999997","2014-01-06T00:00:00.000","2014-01-05T23:57:00.000","1","0.65000000000000002"
"-73.985084999999998","40.757497000000001","-73.994167000000004","40.759144999999997","2014-01-06T00:00:00.000","2014-01-05T23:57:00.000","4","0.62"
"-73.987817000000007","40.732596999999998","-73.977424999999997","40.781101999999997","2014-01-06T00:00:00.000","2014-01-05T23:39:00.000","1","4.5"
"-74.004244999999997","40.746904999999998","-73.997767999999994","40.721679999999999","2014-01-06T00:00:00.000","2014-01-05T23:51:00.000","1","2.2200000000000002"
"-73.963153000000005","40.803890000000003","-73.953675000000004","40.806784999999998","2014-01-06T00:00:00.000","2014-01-05T23:54:00.000","1","1.29"
"-73.981125000000006","40.729439999999997","-73.961506999999997","40.716301999999999","2014-01-06T00:00:00.000","2014-01-05T23:48:00.000","1","3.21"
"-73.974575000000002","40.753472000000002","-73.991922000000002","40.744551999999999","2014-01-06T00:00:00.000","2014-01-05T23:54:00.000","5","1.53"
"-73.976114999999993","40.751240000000003","-74.002312000000003","40.750342000000003","2014-01-06T00:00:00.000","2014-01-05T23:49:00.000","2","2.3100000000000001"
"-73.982489999999999","40.734566999999998","-74.025795000000002","40.634625","2014-01-06T00:00:00.000","2014-01-05T23:35:00.000","1","10.18"
"-73.990205000000003","40.755789999999998","-74.002362000000005","40.734479999999998","2014-01-06T00:00:00.000","2014-01-05T23:55:00.000","1","2.0099999999999998"
"-73.783541999999997","40.648642000000002","-73.812421999999998","40.702514999999998","2014-01-06T00:00:00.000","2014-01-05T23:46:00.000","1","6.5899999999999999"
"-73.971277999999998","40.762875000000001","-73.948369999999997","40.779032000000001","2014-01-06T00:00:00.000","2014-01-05T23:53:00.000","1","2.1200000000000001"
"-73.994200000000006","40.741137000000002","-73.998750000000001","40.739609999999999","2014-01-06T00:00:00.000","2014-01-05T23:58:00.000","1","0.47999999999999998"
